,product,price,quantity,date,region
11425,pink morsel,$3.00,545,2019-03-21,south
11426,pink morsel,$3.00,597,2019-03-21,east
11427,pink morsel,$3.00,593,2019-03-21,west
11452,pink morsel,$3.00,582,2019-03-22,north
11453,pink morsel,$3.00,515,2019-03-22,south
11454,pink morsel,$3.00,589,2019-03-22,east
11455,pink morsel,$3.00,577,2019-03-22,west
11480,pink morsel,$3.00,578,2019-03-23,north
11481,pink morsel,$3.00,503,2019-03-23,south
11482,pink morsel,$3.00,562,2019-03-23,east
11483,pink morsel,$3.00,599,2019-03-23,west
11508,pink morsel,$3.00,522,2019-03-24,north
11509,pink morsel,$3.00,519,2019-03-24,south
11510,pink morsel,$3.00,599,2019-03-24,east
11511,pink morsel,$3.00,585,2019-03-24,west
11536,pink morsel,$3.00,550,2019-03-25,north
11537,pink morsel,$3.00,500,2019-03-25,south
11538,pink morsel,$3.00,518,2019-03-25,east
11539,pink morsel,$3.00,578,2019-03-25,west
11564,pink morsel,$3.00,567,2019-03-26,north
11565,pink morsel,$3.00,594,2019-03-26,south
11566,pink morsel,$3.00,599,2019-03-26,east
11567,pink morsel,$3.00,519,2019-03-26,west
11592,pink morsel,$3.00,556,2019-03-27,north
11593,pink morsel,$3.00,525,2019-03-27,south
11594,pink morsel,$3.00,536,2019-03-27,east
11595,pink morsel,$3.00,509,2019-03-27,west
11620,pink morsel,$3.00,506,2019-03-28,north
11621,pink morsel,$3.00,503,2019-03-28,south
11622,pink morsel,$3.00,589,2019-03-28,east
11623,pink morsel,$3.00,519,2019-03-28,west
11648,pink morsel,$3.00,535,2019-03-29,north
11649,pink morsel,$3.00,562,2019-03-29,south
11650,pink morsel,$3.00,552,2019-03-29,east
11651,pink morsel,$3.00,551,2019-03-29,west
11676,pink morsel,$3.00,574,2019-03-30,north
11677,pink morsel,$3.00,531,2019-03-30,south
11678,pink morsel,$3.00,519,2019-03-30,east
11679,pink morsel,$3.00,570,2019-03-30,west
11704,pink morsel,$3.00,595,2019-03-31,north
11705,pink morsel,$3.00,570,2019-03-31,south
11706,pink morsel,$3.00,551,2019-03-31,east
11707,pink morsel,$3.00,524,2019-03-31,west
11732,pink morsel,$3.00,504,2019-04-01,north
11733,pink morsel,$3.00,598,2019-04-01,south
11734,pink morsel,$3.00,523,2019-04-01,east
11735,pink morsel,$3.00,536,2019-04-01,west
11760,pink morsel,$3.00,541,2019-04-02,north
11761,pink morsel,$3.00,597,2019-04-02,south
11762,pink morsel,$3.00,595,2019-04-02,east
11763,pink morsel,$3.00,543,2019-04-02,west
11788,pink morsel,$3.00,513,2019-04-03,north
11789,pink morsel,$3.00,542,2019-04-03,south
11790,pink morsel,$3.00,565,2019-04-03,east
11791,pink morsel,$3.00,506,2019-04-03,west
11816,pink morsel,$3.00,510,2019-04-04,north
11817,pink morsel,$3.00,561,2019-04-04,south
11818,pink morsel,$3.00,554,2019-04-04,east
11819,pink morsel,$3.00,544,2019-04-04,west
11844,pink morsel,$3.00,538,2019-04-05,north
11845,pink morsel,$3.00,535,2019-04-05,south
11846,pink morsel,$3.00,554,2019-04-05,east
11847,pink morsel,$3.00,571,2019-04-05,west
11872,pink morsel,$3.00,583,2019-04-06,north
11873,pink morsel,$3.00,571,2019-04-06,south
11874,pink morsel,$3.00,572,2019-04-06,east
11875,pink morsel,$3.00,519,2019-04-06,west
11900,pink morsel,$3.00,535,2019-04-07,north
11901,pink morsel,$3.00,545,2019-04-07,south
11902,pink morsel,$3.00,506,2019-04-07,east
11903,pink morsel,$3.00,544,2019-04-07,west
11928,pink morsel,$3.00,571,2019-04-08,north
11929,pink morsel,$3.00,593,2019-04-08,south
11930,pink morsel,$3.00,581,2019-04-08,east
11931,pink morsel,$3.00,525,2019-04-08,west
11956,pink morsel,$3.00,576,2019-04-09,north
11957,pink morsel,$3.00,573,2019-04-09,south
11958,pink morsel,$3.00,585,2019-04-09,east
11959,pink morsel,$3.00,539,2019-04-09,west
11984,pink morsel,$3.00,514,2019-04-10,north
11985,pink morsel,$3.00,542,2019-04-10,south
11986,pink morsel,$3.00,503,2019-04-10,east
11987,pink morsel,$3.00,546,2019-04-10,west
12012,pink morsel,$3.00,527,2019-04-11,north
12013,pink morsel,$3.00,560,2019-04-11,south
12014,pink morsel,$3.00,523,2019-04-11,east
12015,pink morsel,$3.00,545,2019-04-11,west
12040,pink morsel,$3.00,513,2019-04-12,north
12041,pink morsel,$3.00,529,2019-04-12,south
12042,pink morsel,$3.00,531,2019-04-12,east
12043,pink morsel,$3.00,527,2019-04-12,west
12068,pink morsel,$3.00,505,2019-04-13,north
12069,pink morsel,$3.00,537,2019-04-13,south
12070,pink morsel,$3.00,548,2019-04-13,east
12071,pink morsel,$3.00,598,2019-04-13,west
12096,pink morsel,$3.00,500,2019-04-14,north
12097,pink morsel,$3.00,579,2019-04-14,south
12098,pink morsel,$3.00,574,2019-04-14,east
12099,pink morsel,$3.00,588,2019-04-14,west
12124,pink morsel,$3.00,510,2019-04-15,north
12125,pink morsel,$3.00,534,2019-04-15,south
12126,pink morsel,$3.00,508,2019-04-15,east
12127,pink morsel,$3.00,590,2019-04-15,west
12152,pink morsel,$3.00,532,2019-04-16,north
12153,pink morsel,$3.00,556,2019-04-16,south
12154,pink morsel,$3.00,528,2019-04-16,east
12155,pink morsel,$3.00,571,2019-04-16,west
12180,pink morsel,$3.00,523,2019-04-17,north
12181,pink morsel,$3.00,562,2019-04-17,south
12182,pink morsel,$3.00,549,2019-04-17,east
12183,pink morsel,$3.00,503,2019-04-17,west
12208,pink morsel,$3.00,530,2019-04-18,north
12209,pink morsel,$3.00,550,2019-04-18,south
12210,pink morsel,$3.00,519,2019-04-18,east
12211,pink morsel,$3.00,525,2019-04-18,west
12236,pink morsel,$3.00,591,2019-04-19,north
12237,pink morsel,$3.00,543,2019-04-19,south
12238,pink morsel,$3.00,508,2019-04-19,east
12239,pink morsel,$3.00,504,2019-04-19,west
12264,pink morsel,$3.00,507,2019-04-20,north
12265,pink morsel,$3.00,551,2019-04-20,south
12266,pink morsel,$3.00,528,2019-04-20,east
12267,pink morsel,$3.00,571,2019-04-20,west
12292,pink morsel,$3.00,561,2019-04-21,north
12293,pink morsel,$3.00,583,2019-04-21,south
12294,pink morsel,$3.00,515,2019-04-21,east
12295,pink morsel,$3.00,543,2019-04-21,west
12320,pink morsel,$3.00,511,2019-04-22,north
12321,pink morsel,$3.00,529,2019-04-22,south
12322,pink morsel,$3.00,557,2019-04-22,east
12323,pink morsel,$3.00,550,2019-04-22,west
12348,pink morsel,$3.00,556,2019-04-23,north
12349,pink morsel,$3.00,558,2019-04-23,south
12350,pink morsel,$3.00,576,2019-04-23,east
12351,pink morsel,$3.00,506,2019-04-23,west
12376,pink morsel,$3.00,518,2019-04-24,north
12377,pink morsel,$3.00,573,2019-04-24,south
12378,pink morsel,$3.00,582,2019-04-24,east
12379,pink morsel,$3.00,555,2019-04-24,west
12404,pink morsel,$3.00,501,2019-04-25,north
12405,pink morsel,$3.00,564,2019-04-25,south
12406,pink morsel,$3.00,575,2019-04-25,east
12407,pink morsel,$3.00,588,2019-04-25,west
12432,pink morsel,$3.00,570,2019-04-26,north
12433,pink morsel,$3.00,545,2019-04-26,south
12434,pink morsel,$3.00,588,2019-04-26,east
12435,pink morsel,$3.00,586,2019-04-26,west
12460,pink morsel,$3.00,580,2019-04-27,north
12461,pink morsel,$3.00,592,2019-04-27,south
12462,pink morsel,$3.00,580,2019-04-27,east
12463,pink morsel,$3.00,540,2019-04-27,west
12488,pink morsel,$3.00,522,2019-04-28,north
12489,pink morsel,$3.00,568,2019-04-28,south
12490,pink morsel,$3.00,526,2019-04-28,east
12491,pink morsel,$3.00,501,2019-04-28,west
12516,pink morsel,$3.00,534,2019-04-29,north
12517,pink morsel,$3.00,597,2019-04-29,south
12518,pink morsel,$3.00,584,2019-04-29,east
12519,pink morsel,$3.00,600,2019-04-29,west
12544,pink morsel,$3.00,573,2019-04-30,north
12545,pink morsel,$3.00,589,2019-04-30,south
12546,pink morsel,$3.00,500,2019-04-30,east
12547,pink morsel,$3.00,541,2019-04-30,west
12572,pink morsel,$3.00,555,2019-05-01,north
12573,pink morsel,$3.00,600,2019-05-01,south
12574,pink morsel,$3.00,577,2019-05-01,east
12575,pink morsel,$3.00,514,2019-05-01,west
12600,pink morsel,$3.00,525,2019-05-02,north
12601,pink morsel,$3.00,516,2019-05-02,south
12602,pink morsel,$3.00,599,2019-05-02,east
12603,pink morsel,$3.00,507,2019-05-02,west
12628,pink morsel,$3.00,520,2019-05-03,north
12629,pink morsel,$3.00,507,2019-05-03,south
12630,pink morsel,$3.00,535,2019-05-03,east
12631,pink morsel,$3.00,580,2019-05-03,west
12656,pink morsel,$3.00,539,2019-05-04,north
12657,pink morsel,$3.00,581,2019-05-04,south
12658,pink morsel,$3.00,543,2019-05-04,east
12659,pink morsel,$3.00,583,2019-05-04,west
12684,pink morsel,$3.00,504,2019-05-05,north
12685,pink morsel,$3.00,582,2019-05-05,south
12686,pink morsel,$3.00,510,2019-05-05,east
12687,pink morsel,$3.00,537,2019-05-05,west
12712,pink morsel,$3.00,523,2019-05-06,north
12713,pink morsel,$3.00,563,2019-05-06,south
12714,pink morsel,$3.00,519,2019-05-06,east
12715,pink morsel,$3.00,520,2019-05-06,west
12740,pink morsel,$3.00,550,2019-05-07,north
12741,pink morsel,$3.00,565,2019-05-07,south
12742,pink morsel,$3.00,540,2019-05-07,east
12743,pink morsel,$3.00,548,2019-05-07,west
12768,pink morsel,$3.00,600,2019-05-08,north
12769,pink morsel,$3.00,505,2019-05-08,south
12770,pink morsel,$3.00,595,2019-05-08,east
12771,pink morsel,$3.00,550,2019-05-08,west
12796,pink morsel,$3.00,599,2019-05-09,north
12797,pink morsel,$3.00,547,2019-05-09,south
12798,pink morsel,$3.00,555,2019-05-09,east
12799,pink morsel,$3.00,589,2019-05-09,west
12824,pink morsel,$3.00,500,2019-05-10,north
12825,pink morsel,$3.00,596,2019-05-10,south
12826,pink morsel,$3.00,575,2019-05-10,east
12827,pink morsel,$3.00,519,2019-05-10,west
12852,pink morsel,$3.00,501,2019-05-11,north
12853,pink morsel,$3.00,506,2019-05-11,south
12854,pink morsel,$3.00,550,2019-05-11,east
12855,pink morsel,$3.00,538,2019-05-11,west
12880,pink morsel,$3.00,581,2019-05-12,north
12881,pink morsel,$3.00,508,2019-05-12,south
12882,pink morsel,$3.00,587,2019-05-12,east
12883,pink morsel,$3.00,581,2019-05-12,west
12908,pink morsel,$3.00,521,2019-05-13,north
12909,pink morsel,$3.00,572,2019-05-13,south
12910,pink morsel,$3.00,520,2019-05-13,east
12911,pink morsel,$3.00,538,2019-05-13,west
12936,pink morsel,$3.00,539,2019-05-14,north
12937,pink morsel,$3.00,587,2019-05-14,south
12938,pink morsel,$3.00,545,2019-05-14,east
12939,pink morsel,$3.00,538,2019-05-14,west
12964,pink morsel,$3.00,503,2019-05-15,north
12965,pink morsel,$3.00,550,2019-05-15,south
12966,pink morsel,$3.00,585,2019-05-15,east
12967,pink morsel,$3.00,523,2019-05-15,west
12992,pink morsel,$3.00,535,2019-05-16,north
12993,pink morsel,$3.00,565,2019-05-16,south
12994,pink morsel,$3.00,554,2019-05-16,east
12995,pink morsel,$3.00,535,2019-05-16,west
13020,pink morsel,$3.00,577,2019-05-17,north
13021,pink morsel,$3.00,530,2019-05-17,south
13022,pink morsel,$3.00,540,2019-05-17,east
13023,pink morsel,$3.00,584,2019-05-17,west
13048,pink morsel,$3.00,511,2019-05-18,north
13049,pink morsel,$3.00,579,2019-05-18,south
13050,pink morsel,$3.00,536,2019-05-18,east
13051,pink morsel,$3.00,554,2019-05-18,west
13076,pink morsel,$3.00,599,2019-05-19,north
13077,pink morsel,$3.00,576,2019-05-19,south
13078,pink morsel,$3.00,562,2019-05-19,east
13079,pink morsel,$3.00,550,2019-05-19,west
13104,pink morsel,$3.00,565,2019-05-20,north
13105,pink morsel,$3.00,584,2019-05-20,south
13106,pink morsel,$3.00,595,2019-05-20,east
13107,pink morsel,$3.00,556,2019-05-20,west
13132,pink morsel,$3.00,505,2019-05-21,north
13133,pink morsel,$3.00,561,2019-05-21,south
13134,pink morsel,$3.00,598,2019-05-21,east
13135,pink morsel,$3.00,511,2019-05-21,west
13160,pink morsel,$3.00,533,2019-05-22,north
13161,pink morsel,$3.00,587,2019-05-22,south
13162,pink morsel,$3.00,587,2019-05-22,east
13163,pink morsel,$3.00,574,2019-05-22,west
13188,pink morsel,$3.00,542,2019-05-23,north
13189,pink morsel,$3.00,556,2019-05-23,south
13190,pink morsel,$3.00,547,2019-05-23,east
13191,pink morsel,$3.00,580,2019-05-23,west
13216,pink morsel,$3.00,550,2019-05-24,north
13217,pink morsel,$3.00,541,2019-05-24,south
13218,pink morsel,$3.00,551,2019-05-24,east
13219,pink morsel,$3.00,591,2019-05-24,west
13244,pink morsel,$3.00,596,2019-05-25,north
13245,pink morsel,$3.00,527,2019-05-25,south
13246,pink morsel,$3.00,559,2019-05-25,east
13247,pink morsel,$3.00,523,2019-05-25,west
13272,pink morsel,$3.00,597,2019-05-26,north
13273,pink morsel,$3.00,539,2019-05-26,south
13274,pink morsel,$3.00,546,2019-05-26,east
13275,pink morsel,$3.00,514,2019-05-26,west
13300,pink morsel,$3.00,530,2019-05-27,north
13301,pink morsel,$3.00,568,2019-05-27,south
13302,pink morsel,$3.00,560,2019-05-27,east
13303,pink morsel,$3.00,509,2019-05-27,west
13328,pink morsel,$3.00,545,2019-05-28,north
13329,pink morsel,$3.00,585,2019-05-28,south
13330,pink morsel,$3.00,520,2019-05-28,east
13331,pink morsel,$3.00,511,2019-05-28,west
13356,pink morsel,$3.00,533,2019-05-29,north
13357,pink morsel,$3.00,559,2019-05-29,south
13358,pink morsel,$3.00,527,2019-05-29,east
13359,pink morsel,$3.00,560,2019-05-29,west
13384,pink morsel,$3.00,564,2019-05-30,north
13385,pink morsel,$3.00,548,2019-05-30,south
13386,pink morsel,$3.00,572,2019-05-30,east
13387,pink morsel,$3.00,587,2019-05-30,west
13412,pink morsel,$3.00,572,2019-05-31,north
13413,pink morsel,$3.00,588,2019-05-31,south
13414,pink morsel,$3.00,559,2019-05-31,east
13415,pink morsel,$3.00,535,2019-05-31,west
13440,pink morsel,$3.00,560,2019-06-01,north
13441,pink morsel,$3.00,565,2019-06-01,south
13442,pink morsel,$3.00,516,2019-06-01,east
13443,pink morsel,$3.00,563,2019-06-01,west
13468,pink morsel,$3.00,585,2019-06-02,north
13469,pink morsel,$3.00,569,2019-06-02,south
13470,pink morsel,$3.00,519,2019-06-02,east
13471,pink morsel,$3.00,548,2019-06-02,west
13496,pink morsel,$3.00,573,2019-06-03,north
13497,pink morsel,$3.00,560,2019-06-03,south
13498,pink morsel,$3.00,527,2019-06-03,east
13499,pink morsel,$3.00,583,2019-06-03,west
13524,pink morsel,$3.00,534,2019-06-04,north
13525,pink morsel,$3.00,568,2019-06-04,south
13526,pink morsel,$3.00,534,2019-06-04,east
13527,pink morsel,$3.00,518,2019-06-04,west
13552,pink morsel,$3.00,544,2019-06-05,north
13553,pink morsel,$3.00,520,2019-06-05,south
13554,pink morsel,$3.00,549,2019-06-05,east
13555,pink morsel,$3.00,520,2019-06-05,west
13580,pink morsel,$3.00,554,2019-06-06,north
13581,pink morsel,$3.00,515,2019-06-06,south
13582,pink morsel,$3.00,538,2019-06-06,east
13583,pink morsel,$3.00,582,2019-06-06,west
13608,pink morsel,$3.00,571,2019-06-07,north
13609,pink morsel,$3.00,556,2019-06-07,south
13610,pink morsel,$3.00,501,2019-06-07,east
13611,pink morsel,$3.00,586,2019-06-07,west
13636,pink morsel,$3.00,552,2019-06-08,north
13637,pink morsel,$3.00,520,2019-06-08,south
13638,pink morsel,$3.00,570,2019-06-08,east
13639,pink morsel,$3.00,559,2019-06-08,west
13664,pink morsel,$3.00,594,2019-06-09,north
13665,pink morsel,$3.00,555,2019-06-09,south
13666,pink morsel,$3.00,594,2019-06-09,east
13667,pink morsel,$3.00,599,2019-06-09,west
13692,pink morsel,$3.00,566,2019-06-10,north
13693,pink morsel,$3.00,563,2019-06-10,south
13694,pink morsel,$3.00,541,2019-06-10,east
13695,pink morsel,$3.00,589,2019-06-10,west
13720,pink morsel,$3.00,545,2019-06-11,north
13721,pink morsel,$3.00,521,2019-06-11,south
13722,pink morsel,$3.00,595,2019-06-11,east
13723,pink morsel,$3.00,507,2019-06-11,west
13748,pink morsel,$3.00,576,2019-06-12,north
13749,pink morsel,$3.00,505,2019-06-12,south
13750,pink morsel,$3.00,516,2019-06-12,east
13751,pink morsel,$3.00,559,2019-06-12,west
13776,pink morsel,$3.00,529,2019-06-13,north
13777,pink morsel,$3.00,573,2019-06-13,south
13778,pink morsel,$3.00,529,2019-06-13,east
13779,pink morsel,$3.00,591,2019-06-13,west
13804,pink morsel,$3.00,519,2019-06-14,north
13805,pink morsel,$3.00,560,2019-06-14,south
13806,pink morsel,$3.00,591,2019-06-14,east
13807,pink morsel,$3.00,503,2019-06-14,west
13832,pink morsel,$3.00,534,2019-06-15,north
13833,pink morsel,$3.00,598,2019-06-15,south
13834,pink morsel,$3.00,588,2019-06-15,east
13835,pink morsel,$3.00,595,2019-06-15,west
13860,pink morsel,$3.00,554,2019-06-16,north
13861,pink morsel,$3.00,521,2019-06-16,south
13862,pink morsel,$3.00,557,2019-06-16,east
13863,pink morsel,$3.00,511,2019-06-16,west
13888,pink morsel,$3.00,529,2019-06-17,north
13889,pink morsel,$3.00,504,2019-06-17,south
13890,pink morsel,$3.00,512,2019-06-17,east
13891,pink morsel,$3.00,522,2019-06-17,west
13916,pink morsel,$3.00,589,2019-06-18,north
13917,pink morsel,$3.00,538,2019-06-18,south
13918,pink morsel,$3.00,592,2019-06-18,east
13919,pink morsel,$3.00,576,2019-06-18,west
13944,pink morsel,$3.00,538,2019-06-19,north
13945,pink morsel,$3.00,524,2019-06-19,south
13946,pink morsel,$3.00,538,2019-06-19,east
13947,pink morsel,$3.00,578,2019-06-19,west
13972,pink morsel,$3.00,522,2019-06-20,north
13973,pink morsel,$3.00,544,2019-06-20,south
13974,pink morsel,$3.00,595,2019-06-20,east
13975,pink morsel,$3.00,590,2019-06-20,west
14000,pink morsel,$3.00,575,2019-06-21,north
14001,pink morsel,$3.00,514,2019-06-21,south
14002,pink morsel,$3.00,559,2019-06-21,east
14003,pink morsel,$3.00,511,2019-06-21,west
14028,pink morsel,$3.00,526,2019-06-22,north
14029,pink morsel,$3.00,571,2019-06-22,south
14030,pink morsel,$3.00,592,2019-06-22,east
14031,pink morsel,$3.00,505,2019-06-22,west
14056,pink morsel,$3.00,529,2019-06-23,north
14057,pink morsel,$3.00,590,2019-06-23,south
14058,pink morsel,$3.00,591,2019-06-23,east
14059,pink morsel,$3.00,557,2019-06-23,west
14084,pink morsel,$3.00,568,2019-06-24,north
14085,pink morsel,$3.00,515,2019-06-24,south
14086,pink morsel,$3.00,557,2019-06-24,east
14087,pink morsel,$3.00,600,2019-06-24,west
14112,pink morsel,$3.00,537,2019-06-25,north
14113,pink morsel,$3.00,599,2019-06-25,south
14114,pink morsel,$3.00,541,2019-06-25,east
14115,pink morsel,$3.00,592,2019-06-25,west
14140,pink morsel,$3.00,559,2019-06-26,north
14141,pink morsel,$3.00,600,2019-06-26,south
14142,pink morsel,$3.00,598,2019-06-26,east
14143,pink morsel,$3.00,562,2019-06-26,west
14168,pink morsel,$3.00,557,2019-06-27,north
14169,pink morsel,$3.00,545,2019-06-27,south
14170,pink morsel,$3.00,580,2019-06-27,east
14171,pink morsel,$3.00,557,2019-06-27,west
14196,pink morsel,$3.00,557,2019-06-28,north
14197,pink morsel,$3.00,590,2019-06-28,south
14198,pink morsel,$3.00,591,2019-06-28,east
14199,pink morsel,$3.00,527,2019-06-28,west
14224,pink morsel,$3.00,511,2019-06-29,north
14225,pink morsel,$3.00,550,2019-06-29,south
14226,pink morsel,$3.00,512,2019-06-29,east
14227,pink morsel,$3.00,516,2019-06-29,west
14252,pink morsel,$3.00,595,2019-06-30,north
14253,pink morsel,$3.00,538,2019-06-30,south
14254,pink morsel,$3.00,523,2019-06-30,east
14255,pink morsel,$3.00,600,2019-06-30,west
14280,pink morsel,$3.00,548,2019-07-01,north
14281,pink morsel,$3.00,553,2019-07-01,south
14282,pink morsel,$3.00,553,2019-07-01,east
14283,pink morsel,$3.00,548,2019-07-01,west
14308,pink morsel,$3.00,552,2019-07-02,north
14309,pink morsel,$3.00,522,2019-07-02,south
14310,pink morsel,$3.00,562,2019-07-02,east
14311,pink morsel,$3.00,559,2019-07-02,west
14336,pink morsel,$3.00,590,2019-07-03,north
14337,pink morsel,$3.00,563,2019-07-03,south
14338,pink morsel,$3.00,568,2019-07-03,east
14339,pink morsel,$3.00,600,2019-07-03,west
14364,pink morsel,$3.00,594,2019-07-04,north
14365,pink morsel,$3.00,582,2019-07-04,south
14366,pink morsel,$3.00,509,2019-07-04,east
14367,pink morsel,$3.00,527,2019-07-04,west
14392,pink morsel,$3.00,506,2019-07-05,north
14393,pink morsel,$3.00,518,2019-07-05,south
14394,pink morsel,$3.00,516,2019-07-05,east
14395,pink morsel,$3.00,511,2019-07-05,west
14420,pink morsel,$3.00,597,2019-07-06,north
14421,pink morsel,$3.00,526,2019-07-06,south
14422,pink morsel,$3.00,593,2019-07-06,east
14423,pink morsel,$3.00,568,2019-07-06,west
14448,pink morsel,$3.00,529,2019-07-07,north
14449,pink morsel,$3.00,531,2019-07-07,south
14450,pink morsel,$3.00,548,2019-07-07,east
14451,pink morsel,$3.00,560,2019-07-07,west
14476,pink morsel,$3.00,538,2019-07-08,north
14477,pink morsel,$3.00,568,2019-07-08,south
14478,pink morsel,$3.00,599,2019-07-08,east
